,mushroom_id,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
5174,5175,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,several,woods
5175,5176,edible,convex,smooth,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5176,5177,edible,flat,smooth,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5177,5178,poisonous,bell,scaly,white,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5178,5179,edible,convex,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,fibrous,fibrous,white,brown,white,one,evanescent,white,several,leaves
5179,5180,edible,flat,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5180,5181,poisonous,convex,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5181,5182,poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
5182,5183,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,pink,white,one,large,chocolate,solitary,woods
5183,5184,poisonous,convex,smooth,buff,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5184,5185,poisonous,convex,smooth,white,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5185,5186,edible,flat,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
5186,5187,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,white,one,evanescent,white,several,woods
5187,5188,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
5188,5189,edible,convex,scaly,white,no,none,free,close,narrow,chocolate,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5189,5190,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,white,one,large,chocolate,several,paths
5190,5191,poisonous,flat,scaly,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5191,5192,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5192,5193,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,white,white,one,evanescent,white,several,woods
5193,5194,edible,knobbed,smooth,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5194,5195,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,white,one,evanescent,white,several,leaves
5195,5196,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,white,one,large,chocolate,several,paths
5196,5197,poisonous,flat,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5197,5198,edible,knobbed,scaly,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5198,5199,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,several,paths
5199,5200,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
5200,5201,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
5201,5202,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5202,5203,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,white,white,white,one,evanescent,white,several,paths
5203,5204,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,woods
5204,5205,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,brown,white,one,large,chocolate,several,woods
5205,5206,poisonous,flat,fibrous,brown,no,none,free,close,narrow,white,enlarging,silky,scaly,white,brown,white,one,evanescent,white,several,woods
5206,5207,edible,knobbed,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5207,5208,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,white,one,large,chocolate,several,grasses
5208,5209,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
5209,5210,poisonous,convex,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5210,5211,edible,flat,smooth,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5211,5212,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,paths
5212,5213,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
5213,5214,poisonous,convex,smooth,gray,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban
5214,5215,poisonous,convex,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
5215,5216,poisonous,flat,scaly,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5216,5217,edible,knobbed,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5217,5218,poisonous,convex,smooth,white,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban
5218,5219,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
5219,5220,edible,knobbed,scaly,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5220,5221,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
5221,5222,edible,convex,scaly,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5222,5223,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5223,5224,edible,convex,smooth,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5224,5225,poisonous,bell,scaly,brown,no,none,free,close,narrow,white,enlarging,silky,scaly,white,brown,white,one,evanescent,white,several,woods
5225,5226,poisonous,flat,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5226,5227,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,smooth,pink,white,white,one,evanescent,white,several,paths
5227,5228,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,silky,white,white,white,one,evanescent,white,several,woods
5228,5229,poisonous,convex,smooth,buff,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5229,5230,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
5230,5231,edible,knobbed,scaly,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5231,5232,edible,knobbed,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,fibrous,fibrous,white,brown,white,one,evanescent,white,several,leaves
5232,5233,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
5233,5234,edible,convex,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5234,5235,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
5235,5236,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,buff,white,one,large,chocolate,several,woods
5236,5237,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5237,5238,poisonous,knobbed,scaly,white,yes,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,white,clustered,leaves
5238,5239,edible,knobbed,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,fibrous,fibrous,white,brown,white,one,evanescent,white,several,leaves
5239,5240,poisonous,knobbed,fibrous,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5240,5241,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5241,5242,poisonous,flat,scaly,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5242,5243,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,woods
5243,5244,edible,knobbed,smooth,buff,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5244,5245,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,paths
5245,5246,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,white,one,evanescent,white,several,paths
5246,5247,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
5247,5248,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,paths
5248,5249,poisonous,bell,scaly,white,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5249,5250,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,buff,white,one,large,chocolate,solitary,grasses
5250,5251,poisonous,convex,smooth,white,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5251,5252,poisonous,convex,smooth,buff,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5252,5253,edible,knobbed,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5253,5254,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,white,one,large,chocolate,several,paths
5254,5255,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5255,5256,poisonous,bell,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5256,5257,poisonous,convex,smooth,white,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5257,5258,edible,knobbed,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5258,5259,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5259,5260,poisonous,convex,fibrous,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5260,5261,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5261,5262,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
5262,5263,poisonous,knobbed,scaly,brown,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5263,5264,poisonous,flat,smooth,buff,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5264,5265,edible,flat,smooth,red,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5265,5266,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
5266,5267,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,white,one,evanescent,white,several,woods
5267,5268,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
5268,5269,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5269,5270,edible,knobbed,smooth,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5270,5271,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses
5271,5272,edible,convex,smooth,buff,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5272,5273,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5273,5274,edible,knobbed,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves
5274,5275,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,smooth,white,white,white,one,evanescent,white,several,leaves
5275,5276,poisonous,flat,smooth,white,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
5276,5277,poisonous,convex,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban
5277,5278,poisonous,knobbed,scaly,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5278,5279,poisonous,flat,smooth,white,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5279,5280,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,white,one,large,chocolate,solitary,paths
5280,5281,edible,knobbed,scaly,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5281,5282,poisonous,flat,scaly,white,yes,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,white,clustered,leaves
5282,5283,poisonous,flat,smooth,buff,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5283,5284,edible,flat,scaly,white,no,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
5284,5285,edible,convex,scaly,green,no,none,free,close,narrow,white,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5285,5286,edible,convex,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5286,5287,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5287,5288,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,white,white,one,evanescent,white,several,woods
5288,5289,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,white,one,large,chocolate,solitary,paths
5289,5290,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5290,5291,poisonous,flat,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5291,5292,edible,flat,smooth,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5292,5293,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,silky,silky,white,pink,white,one,evanescent,white,several,woods
5293,5294,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses
5294,5295,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
5295,5296,edible,convex,smooth,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5296,5297,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5297,5298,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
5298,5299,poisonous,flat,smooth,white,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5299,5300,edible,convex,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves
5300,5301,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
5301,5302,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,white,one,large,chocolate,several,paths
5302,5303,edible,convex,scaly,green,no,none,free,close,narrow,white,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
5303,5304,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,buff,white,one,large,chocolate,several,paths
5304,5305,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
5305,5306,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
5306,5307,edible,flat,scaly,red,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5307,5308,poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5308,5309,edible,knobbed,scaly,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5309,5310,edible,flat,scaly,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5310,5311,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
5311,5312,poisonous,bell,scaly,brown,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5312,5313,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
5313,5314,edible,flat,scaly,buff,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5314,5315,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
5315,5316,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,buff,white,one,large,chocolate,several,grasses
5316,5317,edible,flat,scaly,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5317,5318,poisonous,bell,scaly,white,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5318,5319,edible,convex,scaly,brown,no,none,free,crowded,narrow,white,enlarging,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
5319,5320,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,white,one,large,chocolate,several,paths
5320,5321,poisonous,convex,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5321,5322,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
5322,5323,poisonous,convex,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5323,5324,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5324,5325,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,smooth,white,white,white,one,evanescent,white,several,paths
5325,5326,edible,flat,scaly,white,no,none,free,close,narrow,pink,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5326,5327,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
5327,5328,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,white,one,large,chocolate,several,grasses
5328,5329,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
5329,5330,poisonous,convex,smooth,white,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5330,5331,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,buff,white,one,large,chocolate,several,woods
5331,5332,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5332,5333,poisonous,knobbed,scaly,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,brown,white,one,evanescent,white,several,woods
5333,5334,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5334,5335,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5335,5336,edible,convex,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
5336,5337,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban
5337,5338,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,white,one,evanescent,white,several,paths
5338,5339,poisonous,flat,scaly,pink,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5339,5340,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
5340,5341,edible,convex,smooth,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5341,5342,poisonous,flat,scaly,buff,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5342,5343,poisonous,convex,fibrous,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,brown,white,one,evanescent,white,several,woods
5343,5344,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
5344,5345,edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,fibrous,fibrous,white,brown,white,one,evanescent,white,several,leaves
5345,5346,edible,convex,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
5346,5347,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
5347,5348,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5348,5349,poisonous,convex,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5349,5350,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5350,5351,poisonous,convex,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5351,5352,edible,convex,scaly,green,no,none,free,close,narrow,chocolate,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5352,5353,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
5353,5354,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5354,5355,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
5355,5356,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,solitary,grasses
5356,5357,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5357,5358,poisonous,convex,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5358,5359,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,white,one,large,chocolate,solitary,paths
5359,5360,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
5360,5361,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
5361,5362,poisonous,convex,scaly,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,brown,white,one,evanescent,white,several,woods
5362,5363,edible,flat,smooth,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5363,5364,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,white,one,large,chocolate,solitary,woods
5364,5365,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5365,5366,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
5366,5367,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,buff,white,one,large,chocolate,several,woods
5367,5368,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
